from_id,from_name,message,created_time,type,link,id,story,likes_count,comments_count,shares_count
181808448592182,문재인,"정유년 새해가 밝았습니다. 
역사 속 정유년은 파란만장합니다. 
1597 정유년은 
이순신 장군이 불과 열 세척의 배로 왜군을 격파한 명량대첩의 해였습니다. 
1897 정유년은 
고종이 대한제국을 선포한 해였습니다.  

2017 정유년 대한민국은, 
이순신 장군의 비장한 재조산하(再造山河) 정신, 
고종의 이루지 못한 새로운 나라 꿈이 합쳐져 
우리 역사상 가장 큰 도전과 변혁이 시작되는 해로 기록될 것입니다. 
역사의 우연일까요, 필연일까요. 
마침 닭의 해입니다. 
닭의 울음소리는 세상의 새벽을 알리는 시작입니다. 
2017 대한민국은 완전히 새로운 나라로 가게 될 것입니다.",2017-01-01T23:16:20+0000,status,NA,181808448592182_997110860395266,NA,9267,349,379
181808448592182,문재인,[일정] 1.3(화) 16:30 성북구 장위시장 방문,2017-01-02T11:10:20+0000,photo,https://www.facebook.com/moonbyun1/photos/a.263896370383389.47498.181808448592182/997372413702444/?type=3,181808448592182_997372413702444,NA,2456,96,86
181808448592182,문재인,"<김정은 정권과 북한에 분명히 경고한다.>

김정은 신년사에서 드러난 북한의 도발적이고 호전적인 자세는 한반도 평화에 대단히 심각한 위협이 아닐 수 없다. 

북한은 ICBM 개발이 마무리 단계라며 세계를 위협하고, 연례적이고 방어적인 한미연합군사훈련에도 시비를 걸고 있다. 게다가 선제공격까지 운운한 것은 한반도를 긴장과 불안으로 몰고 가는 위험천만한 행동이다. 

올해는 남북관계가 평화로 가느냐 마느냐의 중대한 분기점이 되는 해이다. 북한이 핵과 미사일 개발에 매달린다면 김정은 정권은 미래가 없을 것이라는 점은 이미 여러 번 경고한 바 있다.

북한에 다시 한 번 분명히 경고한다. 핵과 경제를 모두 가질 수 없다. 추가로 핵이나 미사일 실험을 감행한다면 김정은 정권의 앞날은 예측할 수 없게 될 것이다. 특히 금년도 우리 정국의 변화기를 틈타 과거처럼 불순한 의도로 허튼 짓을 하려 한다면 우리 국민들이 결코 용납하지 않을 것이다.

북한이 살 길은 오로지 핵과 미사일을 포기하고, 이제까지 한국 및 국제사회와 약속한 모든 합의를 이행하는 길 뿐이다. 김정은 정권이 국제사회의 책임 있는 일원으로 거듭날 것을 강력히 촉구한다. 

2017. 1.2.  
문 재 인",2017-01-02T10:54:25+0000,status,NA,181808448592182_997365717036447,NA,6348,447,448
181808448592182,문재인,"책을 만드는게 힘겨운 세상이 됐습니다.
출판 불황이 깊어지고 있습니다. 

대형 서적유통업체 송인서적의 부도로 출판계가 휘청이고 있습니다. 무려 2000여 곳의 출판사가 타격을 입을 것으로 예상된다고 합니다. 상대적으로 규모가 작은 출판사들의 피해에 대한 걱정이 큽니다. 

책은 우리 사회 지식의 원천이자 문화의 기반입니다. 책읽는 사회, 출판계의 정상화에 힘을 보태겠습니다.

https://goo.gl/e9VtqC",2017-01-03T09:22:39+0000,link,https://goo.gl/e9VtqC,181808448592182_997931806979838,NA,5087,168,370
181808448592182,문재인,"국회 사무총장과 국회 청소근로자들께서 맞절을 하는 모습이 너무나 감격스럽습니다. 비정규직 파견업체직원이었던 분들께서 국회 정식직원이 되셨습니다. 

제가 당대표 때 약속드린 일이 이제 이루어졌습니다. 
서로가 서로를 존중해야 이토록 아름다운 장면이 펼쳐집니다. 
우리 사회가 가야할 길을 국회가 모범적으로 열어주셨습니다. 

정세균 의장님, 근로자 여러분 모두 감사합니다.

https://goo.gl/78Ss5N",2017-01-03T04:47:48+0000,link,https://goo.gl/78Ss5N,181808448592182_997828450323507,NA,10783,303,494
181808448592182,문재인,"[일정] 청와대,검찰,국정원등 권력적폐 청산을 위한 긴급 좌담회
 - 새로운 대한민국을 위한 문재인의 정책구상

일시 : 1.5(목) 오후 2시30분
장소 : 국회 의원회관 제3세미나실

* 페이스북 라이브 예정입니다.",2017-01-04T09:23:17+0000,photo,https://www.facebook.com/moonbyun1/photos/a.263896370383389.47498.181808448592182/998552120251140/?type=3,181808448592182_998552120251140,NA,2157,105,106
181808448592182,문재인,"새로운 대한민국을 위한 문재인의 정책구상
권력적폐 청산을 위한 긴급좌담회 
문재인 전 대표 기조발제문

<권력기관 대개혁으로 새로운 나라를 만들겠습니다.>

존경하는 국민여러분!
정권교체의 해가 밝았습니다. 
새해 복 많이 받으십시오. 

2017 정유년 대한민국은, 
이순신 장군의 비장한 재조산하(再造山河) 정신으로 
우리 역사상 가장 큰 도전과 변혁이 시작되는 해로 기록될 것입니다. 
저는 오늘 국민 여러분께 그 첫 약속으로, 
권력기관을 대개혁해 국가 시스템을 바로 잡고 
반듯하고 공정한 나라의 기틀을 세우기 위한 약속을 가장 먼저 드리고자 합니다. 

이게 나라냐는 탄식의 근본 원인은,
국가권력 사유화로 인한 국가시스템 붕괴입니다.
그 중심에 청와대와 검찰, 국정원이 있습니다.

부패하고 불의한 권력기관부터 대수술해야
무너진 공직기강을 다시 확립하고 제대로 된 나라로 갈 수 있습니다.
저는 오늘, 새로운 나라로 가기 위한 첫걸음으로
권력적폐 청산 3대 방안을 제시합니다.

첫째, 청와대 특권을 버리고 국민과 소통하겠습니다.

적폐청산의 시작은 국민과 함께하는 청와대입니다.
국민 위에 군림하는 대통령의 특권을 내려놓고
대통령과 국민 사이를 가로막는 장벽을 허물겠습니다.
투명하게 정보를 공개하고 대통령이 직접 국민과 소통하겠습니다.

국민대통령 시대에 대통령이 있을 곳은 구중궁궐이 아니라 광화문 청사입니다.  
대통령 집무 청사를 광화문으로 옮기겠습니다.
청와대와 북악산은 국민들에게 돌려드려 
수도 서울을 상징하는 시민휴식공간으로 만들겠습니다.

사실상 대통령 휴양지로 사용해온 ‘저도’ 역시 시민들에게 돌려드리겠습니다. 
저도 반환은 지역 어민들의 생업권, 경남도민들의 생활편의에 큰 도움이 될 것입니다. 
'대통령의 추억 저도’를 '국민의 추억 저도’로 만들겠습니다.

또한 '대통령의 24시간’도 공개하겠습니다.
대통령의 일과가 국민들께 투명하게 보고되도록 하겠습니다.
대통령 인사를 투명하게 시스템화하고 
'인사추천 실명제’로 추천부터 인사 결정의 전과정을 기록으로 남기겠습니다. 
밀실 정실 인사가 감히 발붙이지 못하도록 제도화 하겠습니다. 

대통령 경호도 국제표준에 맞춰야 할 시대가 됐습니다.
선진국 대부분은 대통령 직속 경호실이 없습니다. 
우리도 권력의 상징이었던 청와대 경호실을 경찰청 산하 '대통령 경호국’으로 
위상을 조정할 필요가 있습니다.
광화문 대통령 시대에 맞춰 국민에게 가깝게 다가가는 
새로운 경호문화를 정착시키겠습니다.

둘째, 확실한 검찰개혁으로 법치의 기본을 바로 세우겠습니다.

검찰개혁의 첫 걸음은 부패한 정치검찰의 청산입니다.
권력사유화의 도구가 되었던 정치검찰은 엄정하게 책임을 물을 것입니다.
부패검찰, 정치검찰을 청산하지 않고서는 법치를 똑바로 세울 수 없습니다.

무소불위의 검찰권력을 제어하기 위해 수사권과 기소권을 분리하여 
견제와 균형의 원리가 제대로 작동되도록 하겠습니다.
세계에서 유례없이 검찰이 독점하고 있는 일반적인 수사권을 경찰에 넘기고, 
검찰은 원칙적으로, 기소권과 함께 기소와 공소유지를 위한
2차적,보충적 수사권만 갖도록 할 것입니다.

그와 동시에 현재 제주특별자치도에서만 시행하고 있는 자치경찰을 전국으로 확대하여 
국가경찰의 업무 가운데 민생치안 등 
지방행정과 연계되는 치안행정을 지방분권하겠습니다.
또한 경찰에 대한 민주적통제를 강화하기 위해 ‘경찰위원회’를 실질화 하겠습니다. 

이와 함께 특별사법경찰인 노동부 근로감독관의 실질수사권을 강화하여 
사실상 ‘노동경찰’이 되도록 함으로써 힘 없는 노동자의 권익을 보호하겠습니다.
특히 최저임금 위반 행위를 철저히 단속하겠습니다.

또한 검찰과 경찰은 물론 모든 고위공직자가 더 이상 권력의 병풍 뒤에 숨어
부정부패에 가담할 수 없도록 고위공직자 비리수사처를 신설하겠습니다. 
대통령과 대통령의 친인척, 측근 등 특수관계자도 수사대상에 포함시키겠습니다.
고위공직자 부패와 비리를 뿌리뽑고, 누구에게나 평등한 법 정의를 실현하겠습니다. 

셋째, 국정원을 해외안보정보원으로 개편하겠습니다.

그 동안 국정원은 국내정치에 깊숙히 개입했습니다.
간첩을 조작하고 국민을 사찰했습니다.
불법선거운동을 일삼았습니다.
국민사찰, 정치와 선거개입, 간첩조작, 종북몰이 등 
4대 범죄에 연루되고 가담한 조직과 인력은 엄중히 책임을 묻겠습니다.

국정원 적폐를 청산하고, 새로운 정보기관으로 쇄신하겠습니다. 
국내 정보수집 업무를 전면 폐지하고 대북한 및 해외, 안보 및 테러, 국제범죄를 전담하는
최고의 전문 정보기관(한국형 CIA)으로 새 출발하게 하겠습니다.
훨씬 강한 안보 능력과 정보력을 갖춘 정보기관으로 거듭나게 해 
국민의 신뢰를 되찾겠습니다.

이와 함께 간첩조작 등으로 인권을 유린하고 국내정보활동의 빌미가 되어왔던 
국정원의 수사기능을 없애겠습니다.
대공수사권은 특별히 국가경찰 산하에 안보수사국을 신설하여 
대공수사에 빈틈이 없도록 하겠습니다.

존경하는 국민 여러분!

지금 우리 앞에 산적한 국가적폐를 대청소하지 않고서는 
희망의 나라로 나아갈 수 없습니다.  
1천만 촛불국민은 공정한 나라, 원칙과 상식이 똑바로 선 나라를 만들라고 
명령하고 있습니다. 
보수와 진보를 넘어 단지 나라다운 나라, 정상적인 나라를 만들라는 소박한 요구 입니다. 
이제 국민의 명령에 정치가 답해야 합니다.

저는 그 명령을 받들어 무엇보다 먼저 권력기관의 적폐를 청산하고 
정의가 이기는 시대를 만들겠습니다.
저항이 클 것입니다. 
험난한 과정이 될 것입니다.
그래도 해 내겠습니다.

완전히 새로운 대한민국을 건설하는 일에 타협은 없을 것입니다. 
감사합니다.

2017.1.5.
문 재 인",2017-01-05T07:16:46+0000,status,NA,181808448592182_999153240191028,NA,5731,506,544
181808448592182,문재인,"청와대,검찰,국정원등 권력적폐 청산을 위한 긴급 좌담회
 기조연설 : 문재인_새로운 대한민국을 위한 정책구상

일시 : 1.5(목) 오후 2시30분
장소 : 국회 의원회관 제3세미나실",2017-01-05T05:27:35+0000,video,https://www.facebook.com/moonbyun1/videos/999116080194744/,181808448592182_999116080194744,문재인 was live.,2661,1589,290
181808448592182,문재인,"대한민국 18세는 투표권이 없습니다. 
군대가고 세금낼 의무는 있는데 투표할 권리는 없습니다. 
OECD국가중 우리나라가 유일합니다. 

우리청년들의 정치의식은 세계 최고인데 권리는 OECD 최저입니다. 부끄럽고 미안한일입니다. 
이제 정치가 제몫을 해야합니다.",2017-01-05T02:12:41+0000,status,NA,181808448592182_999028230203529,NA,15200,305,592
181808448592182,문재인,NA,2017-01-06T13:30:56+0000,photo,https://www.facebook.com/moonbyun1/photos/a.196576880448672.34997.181808448592182/999976213442064/?type=3,181808448592182_999976213442064,문재인 updated their cover photo.,6051,120,220
